about_author,author,birthdate,deathdate,rating,title,url,website
"Melissa de la Cruz is the New York Times and USA Today best-selling author of many critically acclaimed and award-winning novels for teens including The Au Pairs series, the Blue Bloods series, the Ashleys series, the Angels on Sunset Boulevard series and the semi-autobiographical novel Fresh off the Boat. Her books for adults include the novel Cat’s Meow, the anthology Girls Who Like Boys Who Like Boys and the tongue-in-chic handbooks How to Become Famous in Two Weeks or Less and The Fashionista Files: Adventures in Four-inch heels and Faux-Pas. She has worked as a fashion and beauty editor and has written for many publications including The New York Times, Marie Claire, Harper’s Bazaar, Glamour, Cosmopolitan, Allure, The San Francisco Chronicle, McSweeney’s, Teen Vogue, CosmoGirl! and Seventeen. She has also appeared as an expert on fashion, trends and fame for CNN, E! and FoxNews. Melissa grew up in Manila and moved to San Francisco with her family, where she graduated high school salutatorian from The Convent of the Sacred Heart. She majored in art history and English at Columbia University (and minored in nightclubs and shopping!). She now divides her time between New York and Los Angeles, where she lives in the Hollywood Hills with her husband and daughter.",Melissa de la Cruz,,,3.7,Blue Bloods,https://www.goodreads.com/book/show/872333.Blue_Bloods,http://www.melissa-delacruz.com/
"Irish-born Michael Scott began writing over thirty years ago, and is one of Ireland's most successful and prolific authors, with over one hundred titles to his credit, spanning a variety of genres, including Fantasy, Science Fiction and Folklore. He writes for both adults and young adults and is published in thirty-seven countries, in over twenty languages. Praised for his “unparalleled contribution to children’s literature,” by the Guide to Children’s Books, Michael Scott was the Writer in Residence during Dublin’s tenure as European City of Culture in 1991, and was featured in the 2006 edition of Who’s Who in Ireland as one of the 1000 most “significant Irish.”",Michael  Scott,,,3.86,The Alchemyst,https://www.goodreads.com/book/show/3168250-the-alchemyst,http://www.dillonscott.com/
"Sarah J. Maas is the #1 bestselling author of the Throne of Glass, Court of Thorns and Roses, and Crescent City series. Her books have sold millions of copies and are published in thirty-eight languages. She lives in New York City with her family.",Sarah J. Maas,,,4.19,Throne of Glass,https://www.goodreads.com/book/show/76703559-throne-of-glass,http://sarahjmaas.com/
"Erin Morgenstern is the author of The Night Circus, a number-one national best seller that has been sold around the world and translated into thirty-seven languages. She has a degree in theater from Smith College and lives in Massachusetts.",Erin Morgenstern,,,4.0,The Night Circus,https://www.goodreads.com/book/show/9361589-the-night-circus,http://erinmorgenstern.com
"Riley Sager is the New York Times bestselling author of eight novels, most recently THE ONLY ONE LEFT and THE HOUSE ACROSS THE LAKE. His first thriller, FINAL GIRLS, won the ITW Thriller Award for Best Hardcover Novel and has been published in more than thirty-five countries. His latest novel, MIDDLE OF THE NIGHT, will be published in June. A native of Pennsylvania, he now lives in Princeton, New Jersey. When he's not writing, he enjoys reading, cooking and going to the movies as much as possible. His favorite film is ""Rear Window."" Or maybe ""Jaws."" But probably, if he's being honest, ""Mary Poppins.""",Riley Sager,,,3.82,Final Girls,https://www.goodreads.com/book/show/32796253-final-girls,https://www.rileysagerbooks.com
"B.A. Paris is the New York Times and Sunday Times bestselling author of eight novels including the word-of-mouth hit, Behind Closed Doors, and her latest psychological thriller, When I Kill You. Over nine million editions of her work have been sold worldwide and her books have been translated into 41 languages. Her novel, The Breakdown, has been adapted for film under the title Blackwater Lane. Before becoming an author, B.A. Paris, who spent most of her adult life living in France, worked in finance as a trader before retraining as an English teacher. Today, she writes from her cottage in Hampshire, England. Sign up to her newsletter at www.baparis.com or follow her on social media @baparisauthor",B.A. Paris,,,3.97,Behind Closed Doors,https://www.goodreads.com/book/show/29437949-behind-closed-doors,https://www.baparis.com/
"Melissa Marr writes fiction for adults, teens, and children. Her books have been translated into 28 languages and been bestsellers in the US (NY Times, LA Times, USA Today, Wall Street Journal) as well as overseas. Wicked Lovely, her debut novel, was an instant New York Times bestseller and evolved into an internationally bestselling multi-book series with a myriad of accolades. In 2024 she released a queer fantasy (Remedial Magic via Bramble), a picturebook about a wee one and his two moms (Family is Family via Penguin), and a DC Comics graphic novel about teen Harley & Ivy (The Strange Adventures of Harleen & Harley). An Illumicrate edition of 6 Wicked Lovely books will release in 2025. If she's not writing, you can find her in a kayak or on a trail with her wife.",Melissa Marr,,,3.7,Wicked Lovely,https://www.goodreads.com/book/show/305234.Wicked_Lovely,http://www.melissa-marr.com/
"LISA JEWELL was born in London in 1968. Her first novel, Ralph's Party, was the best- selling debut novel of 1999. Since then she has written another twenty novels, most recently a number of dark psychological thrillers, including The Girls, Then She Was Gone, The Family Upstairs and The Night She Disappeared. Lisa is a New York Times and Sunday Times number one bestselling author who has been published worldwide in over twenty-five languages. She lives in north London with her husband, two teenage daughters and the best dog in the world. Lisa's Facebook page: http://www.facebook.com/LisaJewelloff...",Lisa Jewell,,,3.95,The Family Upstairs,https://www.goodreads.com/book/show/43822820-the-family-upstairs,http://www.lisajewellbooks.com
"Hello and welcome to my Goodreads page! I’m the author of the new Miss Marple novel, Murder at the Grand Alpine Hotel. My previous books have included my murder mysteries: The Midnight Feast, The Paris Apartment, The Guest List and The Hunting Party — as well as the historical novels The Book of Lost and Found, The Invitation and Last Letter from Istanbul. I came to writing through a love of reading — I previously worked with books as a fiction editor, a literary agent’s assistant, a bookseller and a literary scout! Inspired by trips to the West Country and local folklore I began plotting my latest novel, The Midnight Feast. A midsummer heatwave, a setting with a past, a reunion that takes a dark turn. And so The Midnight Feast came to life. Thanks to brilliant readers around the world, my novels have sold over five million copies, and been translated into multiple languages. I’m also a No 1 New York Times and Sunday Times bestseller. A life-long Agatha Christie fan, I also contributed to Marple, a collection of short stories featuring the legendary detective. Follow me on social media at: Instagram @lucyfoleyauthor Facebook @LucyFoleyAuthor Twitter/X @lucyfoleytweets",Lucy Foley,,,3.64,The Paris Apartment,https://www.goodreads.com/book/show/58468990-the-paris-apartment,https://www.facebook.com/LucyFoleyAuthor
"Stacy Willingham is the New York Times, USA Today and internationally bestselling author of psychological suspense. Her books include A Flicker in the Dark, All the Dangerous Things, Only If You're Lucky and Forget Me Not. Her debut, A Flicker in the Dark, has sold over one million copies in North America alone. It was the winner of Strand Magazine's Best Debut Award and a finalist for the Book of the Month's Book of the Year award, Goodreads Choice Best Debut award, Goodreads Choice Best Mystery & Thriller award, and ITW's Best First Novel award. Her work has been translated in more than thirty languages. She earned her B.A. in magazine journalism from the University of Georgia and M.F.A. in writing from the Savannah College of Art and Design. She lives in Charleston, South Carolina, with her husband, daughter, and dog.",Stacy Willingham,,,3.97,A Flicker in the Dark,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,https://www.stacywillingham.com/
"Liane Moriarty is the author of the #1 New York Times bestsellers Big Little Lies, The Husband’s Secret, and Truly Madly Guilty ; the New York Times bestsellers Apples Never Fall, Nine Perfect Strangers, What Alice Forgot, and The Last Anniversary; The Hypnotist’s Love Story; and Three Wishes . She lives in Sydney, Australia, with her husband and two children.",Liane Moriarty,,,4.31,Big Little Lies,https://www.goodreads.com/book/show/33516773-big-little-lies,http://www.lianemoriarty.com
"Scorpio Richelle Mead is a New York Times and USA Today bestselling author of urban fantasy books for both adults and teens. Originally from Michigan, Richelle now lives in Seattle, Washington where she works on her three series full-time: Georgina Kincaid, Dark Swan, and Vampire Academy. A life-long reader, Richelle has always loved mythology and folklore. When she can actually tear herself away from books (either reading or writing them), she enjoys bad reality TV, traveling, trying interesting cocktails, and shopping for dresses. She's a self-professed coffee addict and has a passion for all things wacky and humorous.",Richelle Mead,,,4.36,Last Sacrifice,https://www.goodreads.com/book/show/6527740-last-sacrifice,http://www.richellemead.com/
"Laura Dave is the #1 New York Times bestselling author of several novels including The Last Thing He Told Me and Eight Hundred Grapes. Her novels have sold more than six million copies and have been translated into thirty-eight languages. She resides in Santa Monica, California. Her new novel, The First Time I Saw Him, will be released in January 2026 Website: www.lauradave.com Instagram: www.instagram.com/lauradaveauthor",Laura Dave,,,3.83,The Last Thing He Told Me,https://www.goodreads.com/book/show/54981009-the-last-thing-he-told-me,http://www.lauradave.com
"#1 New York Times, USA Today, Wall Street Journal, Publisher's Weekly, and Amazon Charts bestselling author Freida McFadden is a practicing physician specializing in brain injury who has penned multiple Kindle bestselling psychological thrillers and medical humor novels. She lives with her family and possessed cat in a centuries-old three-story home overlooking the ocean, with staircases that creak and moan with each step, and nobody could hear you if you scream. Unless you scream really loudly, maybe. Note that I am maxed out on friends, so I apologize in advance that I can't friend anyone back!",Freida McFadden,,,4.08,Never Lie,https://www.goodreads.com/book/show/62080187-never-lie,https://www.freidamcfadden.com/
Taylor Adams is the author of several acclaimed thrillers including No Exit and Hairpin Bridge. No Exit has been published in 32 languages and was recently released by 20th Century Studios as a Hulu Original Film. Adams lives in Washington State.,Taylor  Adams,,,3.98,No Exit,https://www.goodreads.com/book/show/35522836-no-exit,http://tayloradamsauthor.com/
"Caroline Kepnes is the New York Times bestselling author of You, Hidden Bodies, Providence and... You Love Me. Publishing in the US on Aril 6, 2021 (You know You Netflix? That's based on my Joe Goldberg books! You can read You3 before Season 3) Her work has been translated into a multitude of languages and inspired a television series adaptation of You, currently on Netflix. Kepnes graduated from Brown University and then worked as a pop culture journalist for Entertainment Weekly and a TV writer for 7th Heaven and The Secret Life of the American Teenager. She grew up on Cape Cod, and now lives in Los Angeles.",Caroline Kepnes,,,3.96,You,https://www.goodreads.com/book/show/36430011-you,http://www.carolinekepnes.com/
"#1 international bestselling author of over thirty novels and three collections of short stories. His books are sold in 150 countries and translated into 25 languages. His first novel featuring Lincoln Rhyme, The Bone Collector , was made into a major motion picture starring Denzel Washington and Angelina Jolie. He's received or been shortlisted for a number of awards around the world.",Jeffery Deaver,,,4.2,The Bone Collector,https://www.goodreads.com/book/show/2373.The_Bone_Collector,http://www.jefferydeaver.com/
"Karin Slaughter is one of the world’s most popular storytellers. She is the #1 New York Times bestselling author of more than twenty- five novels, including the Edgar nominated COP TOWN and standalone novels PRETTY GIRLS and FALSE WITNESS. An international bestseller, Slaughter is published in 120 countries with more than 40 million copies sold across the globe. PIECES OF HER, based on her novel, debuted at #1 worldwide on Netflix as an original series in 2022. Her bestselling thriller series, Will Trent, is now a television and streaming sensation in its 4th season. THE GOOD DAUGHTER will soon be a limited series starring Rose Byrne and Meghann Fahy, and further projects are currently in development for film/TV. Karin Slaughter is the founder of the Save the Libraries project—a nonprofit organization established to support libraries and library programming. A native of Georgia, she lives in Atlanta. Facebook: Facebook.com/AuthorKarinSlaughter Website : http://www.karinslaughter.com/ Instagram : https://www.instagram.com/karinslaugh...",Karin Slaughter,,,4.0,Pretty Girls,https://www.goodreads.com/book/show/25574782-pretty-girls,https://linktr.ee/karinslaughter
"Co-author with Katherine Applegate of Ocean City, Making Out, Summer, Animorphs, Everworld, Remnants, Eve and Adam. Pseudonymous coauthor with KA of Christy (the TV spin-off books), Sweet Valley Twins, Girl Talk and various Disney spin-offs. Pseudonymous author of Barf-O-Rama. Author of Gone, BZRK, The Magnificent 12, Messenger of Fear, Front Lines, Monster and A Sudden Death in Cyprus. AKA Michael Robinson (restaurant reviews and newspaper features). AKA Michael Reynolds (legal name) political media producer. (Team Blue).",Michael  Grant,,,3.87,Gone,https://www.goodreads.com/book/show/21851355-gone,
"Official US Site Official UK Site JIMMY Patterson Books ReadKiddoRead James Patterson is the most popular storyteller of our time and the creator of such unforgettable characters and series as Alex Cross, the Women’s Murder Club, Jane Smith, and Maximum Ride. He has coauthored #1 bestselling novels with Bill Clinton, Dolly Parton, and Michael Crichton, as well as collaborated on #1 bestselling nonfiction, including The Idaho Four, Walk in My Combat Boots, and Filthy Rich. Patterson has told the story of his own life in the #1 bestselling autobiography James Patterson by James Patterson. He is the recipient of an Edgar Award, ten Emmy Awards, the Literarian Award from the National Book Foundation, and the National Humanities Medal.",James  Patterson,,,4.07,The Angel Experiment,https://www.goodreads.com/book/show/13152.The_Angel_Experiment,http://www.jamespatterson.com/
"*Note to readers: I'm slowly adding to the long list of books I've read, books I'm reading, and books I want to read. I only add books I loved, hence all my ratings are 5 stars. Alyson Noël is the #1 NYT best-selling author of many award-winning and critically acclaimed novels for readers of all ages. With 9 NYT bestsellers and millions of copies in print, her books have been translated into 36 languages, and have topped the NYT, USA Today, LA Times, Publisher’s Weekly, Wall Street Journal, NCIBA, and Walmart Bestsellers lists, as well as several international bestsellers lists. She is best known for THE IMMORTALS series, THE RILEY BLOOM series, and SAVING ZOË, which was adapted into a movie now available on Amazon. Upcoming works include: RULING DESTINY- book 2, in the STEALING INFINITY series STEALING INFINITY- Optioned for TV by Valhalla Entertainment - available now! FIELD GUIDE TO THE SUPERNATURAL UNIVERSE - Optioned for TV by producers Charles Matthau and Michael Zoumas with Andrew Orenstein and Matt Hastings attached as show runners Born and raised in Orange County, California, she’s lived in both Mykonos and Manhattan and is now settled in Southern California. Learn more at www.alysonnoel.com . Instagram: http://instagram.com/alyson_noel Twitter: https://twitter.com/AlysonNoel/ Facebook: Official me: https://www.facebook.com/pages/Alyson... Pinterest: http://www.pinterest.com/alysonnoel/",Alyson Noel,,,3.6,Evermore,https://www.goodreads.com/book/show/3975774-evermore,http://www.alysonnoel.com
An award winning transgressive crime novelist (whatever that means) for All and None. Author of The Elephant Tree and The Zombie Room. Now writing more books while getting older and more miserable. Twitter: @RDRonaldauthor Facebook: http://www.facebook.com/RDRonald Google+: https://plus.google.com/u/0/101643152...,R.D. Ronald,1975-07-07 00:00:00,,3.95,The Zombie Room,https://www.goodreads.com/book/show/29908754-the-zombie-room,
"Alan Alexander Milne (pronounced /ˈmɪln/) was an English author, best known for his books about the teddy bear Winnie-the-Pooh and for various children's poems. A. A. Milne was born in Kilburn, London, to parents Vince Milne and Sarah Marie Milne (née Heginbotham) and grew up at Henley House School, 6/7 Mortimer Road (now Crescent), Kilburn, a small public school run by his father. One of his teachers was H. G. Wells who taught there in 1889–90. Milne attended Westminster School and Trinity College, Cambridge, where he studied on a mathematics scholarship. While there, he edited and wrote for Granta, a student magazine. He collaborated with his brother Kenneth and their articles appeared over the initials AKM. Milne's work came to the attention of the leading British humour magazine Punch, where Milne was to become a contributor and later an assistant editor. Milne joined the British Army in World War I and served as an officer in the Royal Warwickshire Regiment and later, after a debilitating illness, the Royal Corps of Signals. He was discharged on February 14, 1919. After the war, he wrote a denunciation of war titled Peace with Honour (1934), which he retracted somewhat with 1940's War with Honour . During World War II, Milne was one of the most prominent critics of English writer P. G. Wodehouse, who was captured at his country home in France by the Nazis and imprisoned for a year. Wodehouse made radio broadcasts about his internment, which were broadcast from Berlin. Although the light-hearted broadcasts made fun of the Germans, Milne accused Wodehouse of committing an act of near treason by cooperating with his country's enemy. Wodehouse got some revenge on his former friend by creating fatuous parodies of the Christopher Robin poems in some of his later stories, and claiming that Milne ""was probably jealous of all other writers.... But I loved his stuff."" He married Dorothy ""Daphne"" de Sélincourt in 1913, and their only son, Christopher Robin Milne, was born in 1920. In 1925, A. A. Milne bought a country home, Cotchford Farm, in Hartfield, East Sussex. During World War II, A. A. Milne was Captain of the Home Guard in Hartfield & Forest Row, insisting on being plain 'Mr. Milne' to the members of his platoon. He retired to the farm after a stroke and brain surgery in 1952 left him an invalid and by August 1953 ""he seemed very old and disenchanted"". He was 74 years old when he passed away in 1956.",A.A. Milne,1882-01-18 00:00:00,1956-01-31 00:00:00,4.37,Winnie-the-Pooh,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,
"José de Sousa Saramago (16 November 1922 – 18 June 2010) was a Portuguese novelist and recipient of the 1998 Nobel Prize in Literature, for his ""parables sustained by imagination, compassion and irony [with which he] continually enables us once again to apprehend an elusory reality."" His works, some of which have been seen as allegories, commonly present subversive perspectives on historic events, emphasizing the theopoetic. In 2003 Harold Bloom described Saramago as ""the most gifted novelist alive in the world today."" https://en.wikipedia.org/wiki/Jos%C3%...",José Saramago,1922-11-16 00:00:00,2010-06-18 00:00:00,4.18,Blindness,https://www.goodreads.com/book/show/40495148-blindness,http://www.josesaramago.org/
"Librarian Note: There is more than one author by this name in the Goodreads database. Works, most notably novel The Catcher in the Rye (1951), of American writer Jerome David Salinger often concern troubled, sensitive adolescents. People well know this author for his reclusive nature. He published his last original work in 1965 and gave his last interview in 1980. Reared in city of New York, Salinger began short stories in secondary school and published several stories in the early 1940s before serving in World War II. In 1948, he published the critically acclaimed story ""A Perfect Day for Bananafish"" in The New Yorker , his subsequent home magazine. He released an immediate popular success. His depiction of adolescent alienation and loss of innocence in the protagonist Holden Caulfield especially influenced adolescent readers. Widely read and controversial, sells a quarter-million copies a year. The success led to public attention and scrutiny: reclusive, he published new work less frequently. He followed with a short story collection, Nine Stories (1953), of a novella and a short story, Franny and Zooey (1961), and a collection of two novellas, Raise High the Roof Beam, Carpenters and Seymour: An Introduction (1963). His last published work, a novella entitled ""Hapworth 16, 1924"", appeared in The New Yorker on June 19, 1965. Afterward, Salinger struggled with unwanted attention, including a legal battle in the 1980s with biographer Ian Hamilton. In the late 1990s, Joyce Maynard, a close ex-lover, and Margaret Salinger, his daughter, wrote and released his memoirs. In 1996, a small publisher announced a deal with Salinger to publish ""Hapworth 16, 1924"" in book form, but the ensuing publicity indefinitely delayed the release. Another writer used one of his characters, resulting in copyright infringement; he filed a lawsuit against this writer and afterward made headlines around the globe in June 2009. Salinger died of natural causes at his home in Cornish, New Hampshire.",J.D. Salinger,1919-01-01 00:00:00,2010-01-27 00:00:00,3.96,Franny and Zooey,https://www.goodreads.com/book/show/5113.Franny_and_Zooey,
"(Adeline) Virginia Woolf was an English novelist and essayist regarded as one of the foremost modernist literary figures of the twentieth century. During the interwar period, Woolf was a significant figure in London literary society and a member of the Bloomsbury Group. Her most famous works include the novels Mrs. Dalloway (1925), To the Lighthouse (1927), and Orlando (1928), and the book-length essay A Room of One's Own (1929) with its famous dictum, ""a woman must have money and a room of her own if she is to write fiction.""",Virginia Woolf,1882-01-25 00:00:00,1941-03-28 00:00:00,3.81,To the Lighthouse,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,http://www.virginiawoolfsociety.co.uk/
"William Styron (1925–2006), born in Newport News, Virginia, was one of the greatest American writers of his generation. Styron published his first book, Lie Down in Darkness , at age twenty-six and went on to write such influential works as the controversial and Pulitzer Prize–winning The Confessions of Nat Turner and the international bestseller Sophie’s Choice .",William Styron,1925-06-11 00:00:00,2006-11-01 00:00:00,4.17,Sophie’s Choice,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,
"Anita Diamant is the author of thirteen books -- including THE RED TENT. Based on the biblical story of Dinah, THE RED TENT became a word-of-mouth bestseller in the US and around the world, where it has been published in more than 25 countries. Her new book, a work of nonfiction. PERIOD. END OF SENTENCE. A NEW CHAPTER IN THE FIGHT FOR MENSTRUAL JUSTICE will be published in May 2021., As different as they are, this book returns to some of the themes of THE RED TENT -- including the meaning and experience of menstruation. Anita has written four other novels: GOOD HARBOR, THE LAST DAYS OF DOGTOWN, DAY AFTER NIGHT, and THE BOSTON GIRL. She is also the author of six non-fiction guides to contemporary Jewish life, which have become classic reference books: THE JEWISH WEDDING NOW, THE JEWISH BABY BOOK, LIVING A JEWISH LIFE, CHOOSING A JEWISH LIFE, HOW TO RAISE A JEWISH CHILD, and SAYING KADDISH.. An award-winning journalist, Diamant's articles have appeared in the Boston Globe, Real Simple, Parenting Magazine, Hadassah, Boston Magazine and Yankee Magazine. PITCHING MY TENT, a collection personal essays, is drawn from twenty years worth of newspaper and magazine columns.",Anita Diamant,,,4.21,The Red Tent,https://www.goodreads.com/book/show/4989.The_Red_Tent,http://www.anitadiamant.com
"Tim O'Brien is an American novelist who served as a soldier in the Vietnam War. Much of his writing is about wartime Vietnam, and his work later in life often explores the postwar lives of its veterans. O'Brien is perhaps best known for his book The Things They Carried (1990), a collection of linked semi-autobiographical stories inspired by his wartime experiences. In 2010, The New York Times described it as ""a classic of contemporary war fiction."" O'Brien wrote the war novel, Going After Cacciato (1978), which was awarded the National Book Award. O'Brien taught creative writing, holding the endowed chair at the MFA program of Texas State University–San Marcos every other academic year from 2003 to 2012.",Tim O'Brien,1946-10-01 00:00:00,,4.15,The Things They Carried,https://www.goodreads.com/book/show/133518.The_Things_They_Carried,
"Larry Jeff McMurtry was an American novelist, essayist, and screenwriter whose work was predominantly set in either the Old West or contemporary Texas. His novels included Horseman, Pass By (1962), The Last Picture Show (1966), and Terms of Endearment (1975), which were adapted into films. Films adapted from McMurtry's works earned 34 Oscar nominations (13 wins). He was also a prominent book collector and bookseller. His 1985 Pulitzer Prize-winning novel Lonesome Dove was adapted into a television miniseries that earned 18 Emmy Award nominations (seven wins). The subsequent three novels in his Lonesome Dove series were adapted as three more miniseries, earning eight more Emmy nominations. McMurtry and co-writer Diana Ossana adapted the screenplay for Brokeback Mountain (2005), which earned eight Academy Award nominations with three wins, including McMurtry and Ossana for Best Adapted Screenplay. In 2014, McMurtry received the National Humanities Medal. In Tracy Daugherty 's 2023 biography of McMurtry, the biographer quotes critic Dave Hickey as saying about McMurtry: ""Larry is a writer, and it's kind of like being a critter. If you leave a cow alone, he'll eat grass. If you leave Larry alone, he'll write books. When he's in public, he may say hello and goodbye, but otherwise he is just resting, getting ready to go write.""",Larry McMurtry,1936-06-03 00:00:00,2021-03-25 00:00:00,4.59,Lonesome Dove,https://www.goodreads.com/book/show/256008.Lonesome_Dove,
"James Joyce was an Irish novelist, poet, and a pivotal figure in 20th-century modernist literature, renowned for his highly experimental approach to language and narrative structure, particularly his pioneering mastery and popularization of the stream-of-consciousness technique. Born into a middle-class Catholic family in the Rathgar suburb of Dublin in 1882, Joyce spent the majority of his adult life in self-imposed exile across continental Europe—living in Trieste, Zurich, and Paris—yet his entire, meticulous body of work remained obsessively and comprehensively focused on the minutiae of his native city, making Dublin both the meticulously detailed setting and a central, inescapable character in his literary universe. His work is consistently characterized by its technical complexity, rich literary allusion, intricate symbolism, and an unflinching examination of the spectrum of human consciousness. Joyce began his published career with Dubliners (1914), a collection of fifteen short stories offering a naturalistic, often stark, depiction of middle-class Irish life and the moral and spiritual paralysis he observed in its inhabitants, concluding each story with a moment of crucial, sudden self-understanding he termed an ""epiphany."" This collection was followed by the highly autobiographical novel A Portrait of the Artist as a Young Man (1916), a Bildungsroman that meticulously chronicled the intellectual and artistic awakening of its protagonist, Stephen Dedalus, who would become Joyce's recurring alter ego and intellectual stand-in throughout his major works. His magnum opus, Ulysses (1922), is universally regarded as a landmark work of fiction that fundamentally revolutionized the novel form. It compressed the events of a single, ordinary day—June 16, 1904, a date now globally celebrated by literary enthusiasts as ""Bloomsday""—into a sprawling, epic narrative that structurally and symbolically paralleled Homer 's Odyssey, using a dazzling array of distinct styles and linguistic invention across its eighteen episodes to explore the lives of Leopold Bloom, his wife Molly Bloom, and Stephen Dedalus in hyper-minute detail. The novel's explicit content and innovative, challenging structure led to its initial banning for obscenity in the United States and the United Kingdom, turning Joyce into a cause célèbre for artistic freedom and the boundaries of literary expression. His final, most challenging work, Finnegans Wake (1939), pushed the boundaries of language and conventional narrative even further, employing a dense, dream-like prose filled with multilingual puns, invented portmanteau words, and layered allusions that continues to divide and challenge readers and scholars to this day. A dedicated polyglot who reportedly learned several languages, including Norwegian simply to read Ibsen in the original, Joyce approached the English language not as a fixed entity with rigid rules, but as a malleable medium capable of infinite reinvention and expression. His personal life was marked by an unwavering dedication to his literary craft, a complex, devoted relationship with his wife Nora Barnacle, and chronic, debilitating eye problems that necessitated numerous painful surgeries throughout his life, sometimes forcing him to write with crayons on large white paper. Despite these severe physical ailments and financial struggles, his singular literary vision remained sharp, focused, and profoundly revolutionary. Joyce passed away in Zurich, Switzerland, in 1941, shortly after undergoing one of his many eye operations. Today, he is widely regarded as perhaps the most significant and challenging writer of the 20th century. His immense, complex legacy is robustly maintained by global academic study and institutions such as the James Joyce Centre in Dublin, which ensures his complex, demanding, and utterly brilliant work endures, inviting new generations of readers to explore the very essence of what it means to be hum",James Joyce,1882-02-02 00:00:00,1941-01-13 00:00:00,3.64,A Portrait of the Artist as a Young Man,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,http://www.jamesjoyce.ie/
